CodeJeu|NomJeu|DateAchat|AnneeAchat|PrixAchat|PrixEstime|NomFournisseur
898|Lexifiches  LX 33|16/02/2017|2017|0|0|
899|Lexifiches LX34|16/02/2017|2017|0|0|
9|corde à sauter n°2|27/05/2012|2012|0|10|
90|Eloge d'un voyage|27/05/2012|2012|0|5|
900|Lexifiches LX 35|16/02/2017|2017|0|0|
901|Lexifiches LX36|16/02/2017|2017|0|0|
902|Lexifiches LX 37|16/02/2017|2017|0|0|
903|Lexifiches LX38|16/02/2017|2017|0|0|
904|Lexifiche LX39|16/02/2017|2017|0|0|
905|Lexifiches LX47|16/02/2017|2017|0|0|
906|Lexifiches LX48|16/02/2017|2017|0|0|
907|Lexifiches LX49|16/02/2017|2017|0|0|
908|Menace à Fort Boyard|16/02/2017|2017|0|0|
909|100 idées pour aider les élèves dyscalculiques|16/02/2017|2017|0|0|
91|Autisme Librio|27/05/2012|2012|0|3|
910|L'intevention précoce pour enfants autistes|16/02/2017|2017|0|0|
911|Jules et Rémy|16/02/2017|2017|0|0|
912|Entrainement aux habilités sociales appliqué à l'a|16/02/2017|2017|0|0|
913|Questions sensorielles et perceptives dans|16/02/2017|2017|0|0|
914|Apprendre les habilités sociales|16/02/2017|2017|0|0|
915|Neuropsychologie en pratique|16/02/2017|2017|0|0|
916|Les histoires à raconter|16/02/2017|2017|0|0|
917|Mission animaux|16/02/2017|2017|0|0|
918|GRR! Comment surmonter sa colère|16/02/2017|2017|0|0|
919|Chez la dentise|16/02/2017|2017|0|0|
92|raquettes à scratch|27/05/2012|2012|10|0|
920|Mettre dans sa bouche|16/02/2017|2017|0|0|
921|Demander de l'aide à l'école|16/02/2017|2017|0|0|
922|Ce que Elsa aime|16/02/2017|2017|0|0|
923|Elsa va aux toilettes|16/02/2017|2017|0|0|
924|Qu'arrive-t-il à Elsa ?|16/02/2017|2017|0|0|
925|Qu'arrive-t-il à Tom|16/02/2017|2017|0|0|
926|tom va aux toilettes|16/02/2017|2017|0|0|
927|Le syndrome d'Asperger|16/02/2017|2017|0|0|
928|Les jeunes autistes à la garderie et à l'école|16/02/2017|2017|0|0|
929|Comprendre l'autisme pour les nuls|16/02/2017|2017|0|0|
93|Hand draw ball|27/05/2012|2012|0|10|
930|La théorie de l'esprit|16/02/2017|2017|0|0|
931|Je suis "spécial"|16/02/2017|2017|0|0|
932|Les aspects sensoriels et moteurs de l'autisme|16/02/2017|2017|0|0|
933|comprendre les rèls tacites des relations sociales|16/02/2017|2017|0|0|
934|Questions sensorielles et perceptives|16/02/2017|2017|0|0|
935|les troubles du comportementassociés à l'autisme|16/02/2017|2017|0|0|
936|Dépasser l'aurisme avec le Son Rise Program|16/02/2017|2017|0|0|
937|100 idées pour comprendre et préserver l'estime de|16/02/2017|2017|0|0|
938|D'une classe à l'autre|16/02/2017|2017|0|0|
939|Je vais chez la coiffeuse|16/02/2017|2017|0|0|
94|J'apprends à tracer les nombres|27/05/2012|2012|0|5|
940|Je perds une dent|16/02/2017|2017|0|0|
941|Les enfants volcans|16/02/2017|2017|0|0|
942|Socialement génial|16/02/2017|2017|0|0|
943|Retour au calme|16/02/2017|2017|0|0|
944|Résolution de problèmes|16/02/2017|2017|0|0|
945|Support carte vert|17/02/2017|2017|0|0|
946|Support carte rouge|17/02/2017|2017|0|0|
947|Support livre|17/02/2017|2017|0|0|
948|Support livre inclinaison variable|17/02/2017|2017|0|0|
949|Tour d'assiette|17/02/2017|2017|0|0|
95|Ma méthode d'écriture Boscher|27/05/2012|2012|0|5|
950|Support mobile de préhension|17/02/2017|2017|0|0|
951|Balle billes multicolores|17/02/2017|2017|0|0|
952|Symboles grammaticaux|17/02/2017|2017|0|0|
953|La ronde des Bobos|17/02/2017|2017|0|0|
954|La ronde ds bobos|17/02/2017|2017|0|0|
955|La roue de secours|17/02/2017|2017|0|0|
956|Jeu de construction Magnetico|17/02/2017|2017|0|0|
957|Dodow|17/02/2017|2017|0|0|
958|planche à loquets|14/03/2017|2017|0|0|
959|Robot Blue Bot|17/02/2017|2017|0|0|
96|DECLIC SEPTEMBRE-OCTOBRE 2011|27/05/2012|2012|0|0|
960|Points de vue|17/02/2017|2017|0|0|
961|Emotion  blob cards|17/02/2017|2017|0|0|
962|Family BlobCards|17/02/2017|2017|0|0|
963|What are they thinking ?|17/02/2017|2017|0|0|
964|Social behaviour|17/02/2017|2017|0|0|
965|What would you do ?|17/02/2017|2017|0|0|
966|Arrêt de bus|17/02/2017|2017|0|0|
967|Mon premier Abécédaire|17/02/2017|2017|0|5|
968|Toupie plate|17/02/2017|2017|0|0|
969|Collines|17/02/2017|2017|0|0|
97|DECLIC NOVEMBRE-DECEMBRE 2011|27/05/2012|2012|0|0|
970|Roller lesté|17/02/2017|2017|0|0|
971|Disque à inclinaison build'n'balance|17/02/2017|2017|0|0|
972|Pylône haut build'n'balance|17/02/2017|2017|0|0|
973|Pylône haut build'n'balance|17/02/2017|2017|0|0|
974|Pylône haut build'n'balance|17/02/2017|2017|0|0|
975|Planche slack line build'n'balance|17/02/2017|2017|0|0|
976|Time timer|17/02/2017|2017|0|0|
977|Montre time timer|17/02/2017|2017|0|0|
978|Planning d'activités quotidienne|18/02/2017|2017|0|0|
979|Je suis calme|18/02/2017|2017|0|0|
98|DECLIC JANVIER-FEVRIER 2012|27/05/2012|2012|0|0|
980|Système minuterie par 4|18/02/2017|2017|0|0|
1281|Explorer l'école|21/01/2019|2019|52|0|
1285|Calculodingo|21/01/2019|2019|0|15|
1286|Sonodingo|21/01/2019|2019|0|15|
1288|Livre Les racines de nos maladies|21/01/2019|2019|0|20|
1287|41 cours de cuisine sans gluten sans lait|21/01/2019|2019|0|29,9|
1280|Vivre ensemble grandes images|21/01/2019|2019|62|0|
1277|Parlons des expressions|21/01/2019|2019|49,5|0|
1278|Triolud - vocabulaire 1|21/01/2019|2019|33,4|0|
1279|Triolud - vocabulaire 2|21/01/2019|2019|33,4|0|
1282|Rouleaux de compression|21/01/2019|2019|550|0|
1297|Mathominos|30/01/2019|2019|89|0|
1293|Jeux à la carte- lecture cycle 2|30/01/2019|2019|89|0|
1296|Mission syllabes cycle 2|30/01/2019|2019|89|0|
1292|déclassé|30/01/2019|2019|20|0|
1298|livret veritech 12/12 cycle 2 rouge|30/01/2019|2019|50|0|
1299|livret veritech cycle 2 vert clair|30/01/2019|2019|50|0|
1295|Chasse aux indices CM|30/01/2019|2019|52|0|
1294|Chasse aux indices CE1|30/01/2019|2019|52|0|
1301|livrets veritech 12/12 cycle 3 violet|30/01/2019|2019|50|0|
1300|livrets veritech 12/12 cycle 3 jaune|30/01/2019|2019|50|0|
1225|Ma journée puzzle "Mein Tag"|12/02/2019|2019|0|0|
1284|TOTEMIGO|12/02/2019|2019|0|0|
1283|TOTEMIGO|09/04/2019|2019|0|0|
1302|Flexinhib|05/06/2019|2019|44|0|
1329|Petit décodeur illustré de l'enfant en crise|09/06/2019|2019|15|0|
1330|Petit décodeur de l'ado en crise|09/06/2019|2019|15|0|
1331|Comment comprendre mon copain autiste|09/06/2019|2019|15|0|
1332|TDA/H chez les Ados|09/06/2019|2019|15|0|
1333|Penser en image|09/06/2019|2019|22|0|
1334|L'estime de soi et l'autisme|09/06/2019|2019|20|0|
1335|Calme et attentif|09/06/2019|2019|25|0|
1336|L'apprentissage de la sexualité|09/06/2019|2019|16|0|
1337|Sexualité et syndrome d'asperger|09/06/2019|2019|38|0|
1338|Sais-tu pourquoi je saute ?|09/06/2019|2019|0|0|
1339|L'enfant atypique|09/06/2019|2019|15|0|
1340|Albert le poussin qui fait tout de travers|18/06/2019|2019|0|0|
1341|Le voleur de brosses à dents|18/06/2019|2019|0|20|
1342|Le premier défi de Mathieu Hidalf|18/06/2019|2019|0|7|
1343|Les apprentis chercheurs- l'arc-en-ciel|18/06/2019|2019|0|7,2|
1344|Pourquoi jouer avec les enfants du quartier alors.|18/06/2019|2019|19,95|0|
1345|Dis maman, c'est un homme ou un animal?|18/06/2019|2019|13|0|
1346|Dans ta bulle!|18/06/2019|2019|17,9|0|
1347|Evaluer et faciliter la communication …|18/06/2019|2019|39,9|0|
1351|Les émotions|18/06/2019|2019|10|0|
1350|La posture|18/06/2019|2019|10|0|
1349|La communication|18/06/2019|2019|10|0|
1418|Situations sociales pour ados TSA|09/07/2019|2019|0|30|
1419|Tt du langage améliorer la compréhension|09/07/2019|2019|0|30|
1420|La compréhension en lecture TSA|09/07/2019|2019|0|75|
1430|Explor'action rocher orange|23/07/2019|2019|0|0|
1104|Expor'action bloc 1|23/07/2019|2019|0|0|
1105|Explor'action bloc 2|23/07/2019|2019|0|0|
1431|Explor'action rocher orange|23/07/2019|2019|0|0|
1432|Explor'action rocher orange|23/07/2019|2019|0|0|
1433|Explor'action rocher orange|23/07/2019|2019|0|0|
1434|Explor'action rocher orange|23/07/2019|2019|0|0|
1435|Explor'action rocher orange|23/07/2019|2019|0|0|
1436|Explor'action rocher orange|23/07/2019|2019|0|0|
1437|Explor'action lot de 2 barrières bleues|23/07/2019|2019|0|0|
1438|Explor'action lot de 2 barrières avec pont bois|23/07/2019|2019|0|0|
1440|Explor'action 1 latte pente orange|23/07/2019|2019|0|0|
1441|Explor'action 1 latte pente orange|23/07/2019|2019|0|0|
1442|Explor'action 1 latte droite verte|23/07/2019|2019|0|0|
1443|Explor'action 1 latte droite verte|23/07/2019|2019|0|0|
1439|Explor'action 1 cerceau bleu|23/07/2019|2019|0|0|
875|E.T. te fait découvrir les plantes|24/07/2019|2019|0|5|
1421|livret M. Anniversaire|24/07/2019|2019|0|5|
1422|livret M. Malpoli|24/07/2019|2019|0|5|
1423|livret Mme Noël|24/07/2019|2019|0|5|
1424|livre Les peintures de Michel_Ange|24/07/2019|2019|0|1|
1425|livre la barbe de Charlemagne|24/07/2019|2019|0|5|
1303|Numeration|09/06/2019|2019|40|0|
1304|Animomix|09/06/2019|2019|20|0|
1305|Totem Zen|09/06/2019|2019|30|0|
1306| Concept Kid|09/06/2019|2019|27|0|
1307|Jeu des expressions|09/06/2019|2019|18|0|
1308|Jungle logic|09/06/2019|2019|13|0|
1309|Animaux colorix|09/06/2019|2019|18,5|0|
1310|Colorformix|09/06/2019|2019|20|0|
1311|Quantitix|09/06/2019|2019|18,5|0|
1312|Graff and Co|09/06/2019|2019|14|0|
1313|Géo et Co|09/06/2019|2019|13,5|0|
1314|Time tracker|09/06/2019|2019|26|0|
1315|Boucle d'Or|09/06/2019|2019|22|0|
1316|Poule Rousse|09/06/2019|2019|22|0|
1317|Bouncy Bands|09/06/2019|2019|21|0|
1318|La différence invisible|09/06/2019|2019|24|0|
1319|Apprivoiser la jugle de la cour de récréation|09/06/2019|2019|11|0|
1320|Pictogrammes 1|09/06/2019|2019|0|39|
1321|Pictogrammes II|09/06/2019|2019|39|0|
1322|Pictogrammes III|09/06/2019|2019|39|0|
1323|Aider son enfant Autiste|09/06/2019|2019|13|0|
1324|Aider son enfant Autiste|09/06/2019|2019|13|0|
1325|Cohérence Kid|09/06/2019|2019|15|0|
1326|L'autisme en lumière|09/06/2019|2019|22|0|
1327|Une personne à part entière|09/06/2019|2019|20|0|
1328|Mes émotions|09/06/2019|2019|13|0|
1348|La sensorialité|18/06/2019|2019|10|0|
1352|Dépasser les difficultés d'apprentissage|18/06/2019|2019|16,5|0|
1353|PEP3 - Profil psycho-éducatif|18/06/2019|2019|47|0|
1354|Mon premier guide des expressions|18/06/2019|2019|0|2|
1355|Mon premier livre de lecture|18/06/2019|2019|0|2|
1356|Apprends-moi le langage|18/06/2019|2019|70|0|
1357|Le Lemniscate|18/06/2019|2019|35|0|
1358|Ma semaine|18/06/2019|2019|0|0|
1373|Les démesures de la nature|24/06/2019|2019|0|18,5|
1372|Lavinia, enfant de la Rome Antique|24/06/2019|2019|0|6,95|
1371|Edelatis, enfant de la Gaule|24/06/2019|2019|0|6,95|
1370|Frédéric, l'enfant du Moyen Age|24/06/2019|2019|0|6,95|
1369|10 mystères qui ont marqué l'histoire|24/06/2019|2019|0|5|
1368|10 inventions qui ont changé l'histoire|24/06/2019|2019|0|5|
1367|Le sais-tu? En questions/réponses|24/06/2019|2019|15,95|0|
1366|Il était une fois la vie - le squelette|24/06/2019|2019|0|10,95|
1365|5 puzzles - la fête de Noël|24/06/2019|2019|0|15,95|
1364|PEP-3 Profil psycho éducatif|24/06/2019|2019|0|47|
1363|Pratique de l'intervention individualisée|24/06/2019|2019|0|39|
1362|Vrombeline, la tortue préssée|24/06/2019|2019|0|5|
1361|Tobi est malade|24/06/2019|2019|0|2,95|
1360|Sami rentre au CE1|24/06/2019|2019|0|2,95|
1359|livre puzzle Tchoupi|24/06/2019|2019|0|11,9|
1374|L'Asperger au féminin|26/06/2019|2019|22|0|
1375|Horloge en feutrine|26/06/2019|2019|0|0|
1384|encastrements bois - animaux de la ferme|26/06/2019|2019|0|5|
1385|labyrinthe des animaux sauvages|26/06/2019|2019|0|5|
1387|puzzle des animaux de la ferme|26/06/2019|2019|0|5|
1386|déclassé|26/06/2019|2019|0|10|
1383|Puzzle bois la ferme.|26/06/2019|2019|0|5|
1382|Puzzle bois - Les animaux sauvages|26/06/2019|2019|0|5|
1381|Puzzle bois - les transports|26/06/2019|2019|0|5|
1376|Laçage - La maison|26/06/2019|2019|0|5|
1377|Casses-tête en bois|26/06/2019|2019|0|5|
1378|123 j'apprends à compter|26/06/2019|2019|0|5|
1379|Premières lectures Nathan|26/06/2019|2019|0|5|
1380|Premières additions|26/06/2019|2019|0|5|
1388|Développer les compétences sociales à la maison|03/07/2019|2019|15|0|
1389|Dvlper comp. Soc. - situations soc. et sensations|03/07/2019|2019|15|0|
1390|Développer les compétences sociales à l'école|03/07/2019|2019|15|0|
1391|Dévelopt des compétences sociales à l'extèrieur|03/07/2019|2019|15|0|
1392|L'orientation temp. - saisons et mois|03/07/2019|2019|25|0|
1393|L'orientation temporelle - la semaine|03/07/2019|2019|25|0|
1395|L'orientation temp avant apres|08/07/2019|2019|30|0|
1394|L'orient temp matin, midi, soir|08/07/2019|2019|30|0|
1396|l'orient temp l'heure analogique et digitale|08/07/2019|2019|30|0|
1397|ident expression et gestion des émotions niv base|08/07/2019|2019|30|0|
1398|ident express niveau avancé|08/07/2019|2019|30|0|
1399|Je me prepare pour l'école|08/07/2019|2019|75|0|
1400|l'après midi à la bibliothèque|08/07/2019|2019|5|0|
1401|Le déjeuner à la cantine|08/07/2019|2019|5|0|
1402|La sortie au zoo|08/07/2019|2019|5|0|
1403|Les poux|08/07/2019|2019|5|0|
1404|Méthode de lecture Boscher|08/07/2019|2019|8|0|
1405|Je cherche les mots avec l'écureuil|08/07/2019|2019|5|0|
1406|L'imagerie du corps humain|08/07/2019|2019|1200|0|
1407|L'imagier maternelle|08/07/2019|2019|1000|0|
1408|Clics|08/07/2019|2019|50|0|
1409|Kolorosuite|08/07/2019|2019||15|
1410|table de mutiplication à rouleaux en bois|08/07/2019|2019|0|15|
1411|Les mots avec Franklin|08/07/2019|2019|0|15|
1412|apprendre l'alphabet|08/07/2019|2019|0|5|
1413|Un monde à bâtir|08/07/2019|2019|0|2400|
1414|Mes premiers mots|08/07/2019|2019|0|20|
1415|Panda équilibriste|08/07/2019|2019|0|25|
1416|Suduku challenger|08/07/2019|2019|0|15|
1417|cubes renforçateurs|08/07/2019|2019|0|0|
1426|Tout le Temps|24/07/2019|2019|0|12|
1427|livre Prendre corps|24/07/2019|2019|0|12|
1428|La conversation|24/07/2019|2019|0|12|
1429|Armoire Snoezelen|24/07/2019|2019|3949|0|
1444|snoezelen - colonne à bulles|24/07/2019|2019|480|0|
1445|Bonhommes sauteurs|25/07/2019|2019|0|0|
1446|Carta Gage jeu de lecture pour agir|26/07/2019|2019|0|24|
1447|L'accordéon marchand de bonheur|27/09/2019|2019|0|0|
1448|Le ukulélé qui voulait surfait|27/09/2019|2019|0|0|
1449|Le Monde Merveilleux de la Connaissance|27/09/2019|2019|0|5|
1450|Des muscles aux machines|27/09/2019|2019|0|0|
1451|Les métiers des hommes|27/09/2019|2019|0|5|
1452|Mon petit livre puzzle Toy Story3|27/09/2019|2019|0|5|
1492|Dodow|10/11/2019|2019|0|49|
1496|Labyrinthe à billes magnétiques|10/11/2019|2019|5|0|
1495|Jeu de laçage à la ferme|10/11/2019|2019|5|0|
1483|Dans les yeux d'Emma et Teddy|10/11/2019|2019|19|0|
1470|Le cerveau funambule|10/11/2019|2019|23,9|0|
1487|Pourquoi j'ai peur dans le noir|10/11/2019|2019|7,95|0|
1486|Les questions des petits sur la mort|10/11/2019|2019|14,9|0|
1475|J'ai des Dys dans ma classe|10/11/2019|2019|19,95|0|
1491|Enseigner les habiletés sociales aux enfants TSA|10/11/2019|2019|25|0|
1471|Scolariser un enfant avec autisme|10/11/2019|2019|14|0|
1472|100 idées pour accompagner les enfants dysgraphiq.|10/11/2019|2019|15,5|0|
1473|Neuropsychologie et strat. d'apprentissage|10/11/2019|2019|14|0|
1474|Le cerveau attentif|10/11/2019|2019|10,9|0|
1485|Gds apprentissages Montessori|10/11/2019|2019|16,9|0|
1488|Autisme et ABA|10/11/2019|2019|39,5|0|
1489|L'enfant autiste décrypté|10/11/2019|2019|17,9|0|
1490|Autisme corps et psychomotricité|10/11/2019|2019|28|0|
1482|Aider son enfant à se concentrer|10/11/2019|2019|17|0|
1481|Le TDA avec ou sans H|10/11/2019|2019|17|0|
1480|L'éducation inclusive|10/11/2019|2019|15|0|
1479|Mon parcours de dyspraxique|10/11/2019|2019|14,9|0|
1478|Le dévlopt de l'enfant au quotidien|10/11/2019|2019|16,95|0|
1477|L'autisme à l'école|10/11/2019|2019|29,9|0|
1476|L'autisme une autre intelligence|10/11/2019|2019|32|0|
1484|Etre et ne plus être autiste|10/11/2019|2019|12,5|0|
1497|Quand je suis en colère|26/11/2019|2019|8|0|
1498|Quand je suis triste|26/11/2019|2019|8|0|
1499|Véhicules et Engins|26/11/2019|2019|13|0|
1500|Chante avec moi pour Noël|26/11/2019|2019|0|0|
1501|Les Pompiers|26/11/2019|2019|13|0|
1502|Le bonhomme de neige|26/11/2019|2019|4|0|
1503|Mon beau sapin|26/11/2019|2019|6|0|
1504|Pâques|26/11/2019|2019|4|0|
1505|Le père Noël|26/11/2019|2019|4|0|
1506|Chansons de toujours|26/11/2019|2019|10|0|
1507|Vive Noël !|26/11/2019|2019|6|0|
1508|Mon Noël animé|26/11/2019|2019|7|0|
1509|Il neige|26/11/2019|2019|6|0|
1510|Le livre qui tourne les contraires|26/11/2019|2019|8|0|
1511|Vladimir le vampire|26/11/2019|2019|6|0|
1512|Justin l'ours brun|26/11/2019|2019|6|0|
1453|Le grand livre pour apprendre de Franklin|27/09/2019|2019|0|5|
1454|Boucle d'Or et les Trois Ours à la ville|27/09/2019|2019|0|5|
1455|Carnavalphabet|27/09/2019|2019|5|0|
1456|Les enfants avec un TDA/h à la maison|27/09/2019|2019|0|5|
1458|Chien xylophone|30/09/2019|2019|0|0|
1459|Filou Minou Vtech|30/09/2019|2019|0|0|
1464|Pochoirs en plastique|30/09/2019|2019|0|0|
1463|Labyrinthe train à billes|30/09/2019|2019|0|0|
1461|mini toboggan en plastique|30/09/2019|2019|0|0|
1462|6 marionnettes à doigts|30/09/2019|2019|0|0|
1460|le skwish|30/09/2019|2019|0|19,9|
1465|jeu d'assemblage 5 animaux|30/09/2019|2019|0|5|
1468|puzzle animaux avec horloge|30/09/2019|2019|0|5|
1457|Puzzle le Livre de la Jungle|30/09/2019|2019|0|5|
1467|Farmyard dominoes|30/09/2019|2019|0|5|
1466|Maison Totemigo|30/09/2019|2019|0|29|
1469|Atelier Topologie 1|06/10/2019|2019|43,9|0|
1494|Timer vert de cuisine|10/11/2019|2019|0|5|
1493|Timer rouge de cuisine|10/11/2019|2019|0|5|
1513|Patapan l'éléphant fête Noël|26/11/2019|2019|5|0|
1514|Caché, trouvé les animaux|26/11/2019|2019|12|0|
1515|Les babord-tribord et la grotte maléfique|26/11/2019|2019|10|0|
1516|Les momies|26/11/2019|2019|5|0|
1517|Les naufrages|26/11/2019|2019|5|0|
1518|Les phénomènes extrêmes|26/11/2019|2019|5|0|
1519|Les gladiateurs|26/11/2019|2019|5|0|
1520|L'archéologie|26/11/2019|2019|5|0|
1521|Le grèce antique|26/11/2019|2019|5|0|
1522|La rome antique|26/11/2019|2019|5|0|
1523|Les chevaux et les poneys|26/11/2019|2019|5|0|
1524|Les papillons|26/11/2019|2019|5|0|
1525|Les fleurs|26/11/2019|2019|5|0|
1526|Les chiens|26/11/2019|2019|5|0|
1527|Chantons les animaux|26/11/2019|2019|10|0|
1528|Chansons de toujours|26/11/2019|2019|10|0|
1529|A la découverte des poulains|26/11/2019|2019|6|0|
1530|Le chat botté|26/11/2019|2019|2|0|
1531|Edelatis enfant de la gaule|26/11/2019|2019|7|0|
1532|Mes 12 histoires de Noël|26/11/2019|2019|7|0|
1533|Les crocos aussi ont besoin de bisous|26/11/2019|2019|13|0|
1534|Chante avec moipour Noël|26/11/2019|2019|10|0|
1535|Les bateaux|26/11/2019|2019|7|0|
1536|Surtout n'ouvre pas encore ce livre|26/11/2019|2019|10|0|
1537|Mon imagier sonore|26/11/2019|2019|19|0|
1538|Le noël de mes rêves|26/11/2019|2019|13|0|
1539|Namir, enfant de l'Egypte ancienne|26/11/2019|2019|7|0|
1540|Cronch apatosaurus|26/11/2019|2019|5|0|
1541|Les avions|26/11/2019|2019|7|0|
1542|Les merveilles de France|26/11/2019|2019|7|0|
1543|Les arbres|26/11/2019|2019|7|0|
1544|Les abeilles|26/11/2019|2019|7|0|
1545|Les bateaux|26/11/2019|2019|7|0|
1546|Les crocodiles etb autres crocodiliens|26/11/2019|2019|7|0|
1547|Les fourmis|26/11/2019|2019|7|0|
1548|Les loutres|26/11/2019|2019|7|0|
1549|Les phoques et les otaries|26/11/2019|2019|7|0|
1550|La gymnastique|26/11/2019|2019|7|0|
1551|Les animaux de la basse cour|26/11/2019|2019|7|0|
1552|Les méduses|26/11/2019|2019|7|0|
1553|Le judo|26/11/2019|2019|7|0|
1554|Le roller et le skateboard|26/11/2019|2019|7|0|
1555|Le croque-pirate|26/11/2019|2019|12|0|
1556|Mon grand livre à volets Noël|26/11/2019|2019|13|0|
1557|Atlas des monstres et des fantômes du monde|26/11/2019|2019|19|0|
1558|Les petites bulles de l'attention|01/12/2019|2019|15|0|
1559|La méthode TRE|01/12/2019|2019|13|0|
1560|Aide mémoire TDAH|01/12/2019|2019|35|0|
1561|TDAH 21 jours de menus|01/12/2019|2019|20|0|
1562|Faciliter la com et le dvlpt sensoriel|01/12/2019|2019|23|0|
1563|Le syndrome dys-exécutif|01/12/2019|2019|39|0|
1564|TTAP TEACCH|01/12/2019|2019|52|0|
1565|Outil d'Eval des Structures du Temps|01/12/2019|2019|0|0|
1566|Perceptions visuelles pour dyslexiques t1|26/01/2020|2020|25|0|
1583|Brainbox des tout petits|26/01/2020|2020|16|0|
1584|Preventodingo|26/01/2020|2020|15|0|
1585|Le chien et l'enfant qui ne savait pas aimer|26/01/2020|2020|8,2|0|
1586|Penser et créer|26/01/2020|2020|19|0|
1587|Autisme et pbs d'alimentation|26/01/2020|2020|20|0|
1588|Autisme et loisirs|26/01/2020|2020|21|0|
1589|Aider votre enfant à gérer ses émotions|26/01/2020|2020|19,9|0|
1575|Spiky jeu sensoriel.|26/01/2020|2020|22|0|
1612|Les fabuleux pouvoirs de la roue|29/02/2020|2020|0|2|
1613|Comme deux gouttes d'eau|29/02/2020|2020|0|2|
1614|Bavard comme une pie|29/02/2020|2020|0|2|
1608|Faqir|29/02/2020|2020|0|15|
1624|Les Romains|29/02/2020|2020|0|5|
1623|Les dauphins|29/02/2020|2020|0|5|
1621|Ce qui, vole ou flotte|29/02/2020|2020|0|5|
1622|Mon atelier lecture|29/02/2020|2020|0|15|
1607|Hochet à grelots|29/02/2020|2020|0|5|
1620|Little circuit Djeco|29/02/2020|2020|0|15|
1630|Porte clés de comportement|29/02/2020|2020|12,9|0|
1629|Inférences images Emotions|29/02/2020|2020|18|0|
1628|Zanimatch|29/02/2020|2020|12,9|0|
1626|Développer l'estime de soi chez l'autiste|29/02/2020|2020|17,9|0|
1625|Task Galore Rouge|29/02/2020|2020|45|0|
1631|Lot de 2 bâtons kaléidoscope|29/02/2020|2020|9|0|
1627|Rouleau de massage|29/02/2020|2020|24,9|0|
1633|Le bon comportement à l'école|11/03/2020|2020|12,6|0|
1634|Le bon comportement à la maison|11/03/2020|2020|12,6|0|
1635|Les bonnes manières: précautions et sécurité|11/03/2020|2020|12,6|0|
1636|7 balles à paillettes|11/03/2020|2020|22,5|0|
1632|La perception visuelle pour Dys Tome6|11/03/2020|2020|30|0|
1702|L'autisme au quotidien|11/08/2020|2020|0|10|
1703|Le petit prince cannibale|11/08/2020|2020|0|5|
1704|Rain Man|11/08/2020|2020|0|5|
1705|Autisme la vérité refusée|11/08/2020|2020|0|20|
1706|Papa et maman m'ont dit|11/08/2020|2020|0|20|
1707|Les vendanges du silence|11/08/2020|2020|0|8|
1708|Un bonheur que je ne souhaite à personne|11/08/2020|2020|0|18|
1709|Progressions éducatives|11/08/2020|2020|0|12|
1710|L'énigme de l'autisme|11/08/2020|2020|0|10|
1711|Le syndrôme d'Asperger|11/08/2020|2020|0|28|
1712|De l'éducation des autistes déficitaires|11/08/2020|2020|0|25|
1713|Quelqu'un quelque part|11/08/2020|2020|0|5|
1714|L'autisme aspects éducatifs et médicaux|11/08/2020|2020|0|15|
1715|Autisme: la forteresse éclatée|11/08/2020|2020|0|20|
1716|Intervention béhaviorale auprés d'autistes|11/08/2020|2020|0|45|
1683|Tests de compétence lingusitiques|12/08/2020|2020|0|30|
1684|Remédier aux difficultés en maths|12/08/2020|2020|0|20|
1685|Liaisons sémantiques|12/08/2020|2020|0|30|
1686|Asperger quest-ce que c'est pour moi|12/08/2020|2020|0|39|
1717|Quirkle|12/08/2020|2020|40|0|
1718|Dobble Harry Potter|12/08/2020|2020|12|0|
1719|Et si on jouait avec les émotions|12/08/2020|2020|14,5|0|
1720|Crazy cups|12/08/2020|2020|0|30|
1721|J'apprends à me relaxer|12/08/2020|2020|0|13,8|
1722|Structurer le vocabulaire cycle 2|12/08/2020|2020|39,9|0|
1723|Lire et comprendre|12/08/2020|2020|38,8|0|
1724|1000 mots en plus avec Vocaplus|12/08/2020|2020|49|0|
1740|Exemples d'exos de grammaire|19/08/2020|2020|0|5|
1739|exemples de compréhension de textes courts|19/08/2020|2020|0|5|
1738|cahier de motricité graphique|19/08/2020|2020|0|10|
1737|Labortho visu et théorie de l'esprit|19/08/2020|2020|0|5|
1736|Educautisme module loisirs|19/08/2020|2020|0|5|
1735|Educautisme module autonomie|19/08/2020|2020|0|5|
1734|Comprendre les signaux sensoriels|19/08/2020|2020|0|10|
1729|Autismes et cognitions|19/08/2020|2020|0|5|
1728|Les particularités sensorielles chez le TSA|19/08/2020|2020|0|5|
1727|Particularités sensorielles|19/08/2020|2020|0|5|
1726|Le TSA: cerveau différent, mêmes ambitions|19/08/2020|2020|0|5|
1730|Les cahiers de l'autisme l'hygiène|19/08/2020|2020|0|5|
1732|Task galore exs d'exercices pratiques Teacch|19/08/2020|2020|0|5|
1731|Fiches d'apprentissage pour ados et adultes|19/08/2020|2020|0|5|
1733|Scénarios sociaux de Carole Gray|19/08/2020|2020|0|20|
1725|Babyfoot|19/08/2020|2020|245|0|
1777|Le programme EFI-RE|07/12/2020|2020|22|0|
1776|L'ABA à l'école|07/12/2020|2020|12,9|0|
1775|La langue des signes autisme|07/12/2020|2020|34,5|0|
1774|Chez nous c'est comme ça|07/12/2020|2020|15|0|
1773|Intervention comportementale clinique|07/12/2020|2020|44,5|0|
